source,target,weight,avg_streams,country_code,year
dance pop,indie,6,4058542.666666666,au,2018
dance,house,6,5395118.666666667,au,2018
latin,reggaeton,6,7076301.75,au,2018
hip hop,latin,6,3647917.2,au,2018
electro house,r&b,6,7250079.166666668,au,2018
pop,rock,6,7888821.8,au,2018
country pop,pop,6,12541784.75,au,2018
country pop,dance pop,6,12541784.75,au,2018
dubstep,rap,6,4973981.2,au,2018
indie pop,rap,6,5857726.25,au,2018
indie r&b,rap,6,1954489.75,au,2018
latin,rap,6,10930499.25,au,2018
rap,reggaeton,6,10930499.25,au,2018
k-pop,pop,6,1799837.333333333,au,2018
dance pop,dancehall,6,1096807.666666667,au,2018
dancehall,tropical house,6,1096807.666666667,au,2018
dubstep,pop,5,17087919.8,au,2018
latin,tropical,5,2035101.0,au,2018
r&b,urban contemporary,5,1012725.2,au,2018
electropop,moombahton,5,1928311.0,au,2018
moombahton,trap,5,2386083.75,au,2018
hip hop,moombahton,5,1765717.25,au,2018
indie rock,pop,5,7130354.666666668,au,2018
dance pop,indie rock,5,7130354.666666668,au,2018
hip hop,other,5,5292304.0,au,2018
funk,pop rap,5,7115355.4,au,2018
funk,hip hop,5,3868526.333333334,au,2018
afropop,pop,5,3868526.333333334,au,2018
soul,trap,5,4073248.8,au,2018
hip hop,indie,5,2514899.6,au,2018
indie r&b,pop rap,5,2472297.666666666,au,2018
moombahton,tropical house,5,1706437.75,au,2018
house,house,5,8570747.8,au,2018
electro house,house,5,8707107.666666666,au,2018
latin,pop rap,5,9237064.0,au,2018
pop rap,reggaeton,5,9237064.0,au,2018
electro house,soul,5,8976484.25,au,2018
funk,tropical house,5,7194113.5,au,2018
indietronica,pop,5,2770372.25,au,2018
electro,k-pop,4,640701.0,au,2018
electro house,k-pop,4,640701.0,au,2018
k-pop,tropical house,4,640701.0,au,2018
house,k-pop,4,640701.0,au,2018
dance pop,pop rock,4,4439684.25,au,2018
electropop,pop rock,4,4439684.25,au,2018
dance,moombahton,4,2645926.5,au,2018
latin,latin,4,7076301.75,au,2018
electropop,techno,4,9964115.25,au,2018
country,electro,4,11980549.5,au,2018
country,electro house,4,11980549.5,au,2018
electro,moombahton,4,3858650.75,au,2018
moombahton,rap,4,1793033.333333333,au,2018
indie pop,r&b,4,10661989.5,au,2018
dubstep,hip hop,4,6047722.75,au,2018
dancehall,funk,4,2984679.5,au,2018
francoton,pop,4,3421002.0,au,2018
dance pop,francoton,4,3421002.0,au,2018
indietronica,rap,4,3321611.0,au,2018
indie r&b,trap,4,2472297.666666666,au,2018
hip hop,indietronica,4,3321611.0,au,2018
indie pop rap,rap,4,4402154.0,au,2018
other,rap,4,6318383.333333332,au,2018
hip hop,reggaeton,4,4214693.666666667,au,2018
house,soul,4,9642942.666666666,au,2018
escape room,hip hop,4,573682.5,au,2018
electro,latin,4,3716732.5,au,2018
electro,reggaeton,4,3716732.5,au,2018
dancehall,electro,4,1096807.666666667,au,2018
dance,r&b,4,10524078.25,au,2018
adult standards,pop,4,820753.75,au,2018
dance,hip hop,4,1833419.333333333,au,2018
dance,ninja,3,2966645.666666666,au,2018
dance pop,dubstep,3,13219559.666666664,au,2018
rap,rap rock,3,258039.5,au,2018
reggaeton,tropical,3,2035101.0,au,2018
r&b,techno,3,1212171.666666667,au,2018
moombahton,pop rap,3,1793033.333333333,au,2018
dancehall,rap,3,3731775.0,au,2018
afropop,pop rap,3,3868526.333333334,au,2018
dancehall,pop rap,3,3868526.333333334,au,2018
afropop,funk,3,3868526.333333334,au,2018
indie,pop rap,3,1914231.333333333,au,2018
indie pop rap,pop rap,3,4402154.0,au,2018
indie pop rap,pop,3,6623198.666666668,au,2018
electro house,indie pop,3,4420903.333333333,au,2018
electro house,other,3,11239539.666666666,au,2018
dance,soul,3,10725832.0,au,2018
pop rap,rock,3,4441721.666666667,au,2018
escape room,rap,3,450894.33333333326,au,2018
latin,tropical house,3,1826373.333333333,au,2018
reggaeton,tropical house,3,1826373.333333333,au,2018
electro,indie,3,2556044.333333333,au,2018
indie,indie pop,3,2733280.0,au,2018
indie,tropical house,3,2372551.0,au,2018
electro,urban contemporary,3,8129655.333333332,au,2018
tropical house,urban contemporary,3,8129655.333333332,au,2018
ninja,trap,3,2522381.0,au,2018
deep pop r&b,electro,3,3366860.333333333,au,2018
latin,trap,3,15123580.0,au,2018
reggaeton,trap,3,15123580.0,au,2018
afropop,dance pop,3,1683769.0,au,2018
afropop,tropical house,3,1683769.0,au,2018
electropop,indietronica,3,3595162.5,au,2018
dance,rap,3,2987891.0,au,2018
r&b,soul,3,10890583.0,au,2018
indie r&b,pop,3,2328432.0,au,2018
francoton,latin,2,811512.0,au,2018
francoton,reggaeton,2,811512.0,au,2018
hip hop,rap rock,2,258039.5,au,2018
reggae,reggae,2,788504.5,au,2018
dance pop,reggae,2,788504.5,au,2018
pop rap,reggae,2,788504.5,au,2018
tropical,tropical,2,2797752.5,au,2018
hip hop,tropical,2,2797752.5,au,2018
country,techno,2,13677890.0,au,2018
drill,pop rap,2,2316083.5,au,2018
drill,rap,2,2316083.5,au,2018
drill,trap,2,2316083.5,au,2018
drill,hip hop,2,2316083.5,au,2018
electro,rock,2,6076212.5,au,2018
rock,tropical house,2,6076212.5,au,2018
country pop,electro,2,10283209.0,au,2018
county rock,electro,2,10283209.0,au,2018
country pop,electro house,2,10283209.0,au,2018
county rock,electro house,2,10283209.0,au,2018
country pop,tropical house,2,10283209.0,au,2018
county rock,tropical house,2,10283209.0,au,2018
country,house,2,10283209.0,au,2018
country pop,house,2,10283209.0,au,2018
county rock,house,2,10283209.0,au,2018
electro,indie rock,2,10283209.0,au,2018
electro house,indie rock,2,10283209.0,au,2018
indie rock,tropical house,2,10283209.0,au,2018
house,indie rock,2,10283209.0,au,2018
country,indie rock,2,10283209.0,au,2018
country pop,indie rock,2,10283209.0,au,2018
county rock,indie rock,2,10283209.0,au,2018
country pop,electropop,2,14800360.5,au,2018
county rock,electropop,2,14800360.5,au,2018
dubstep,pop rap,2,1822009.0,au,2018
funk,rap,2,4960905.0,au,2018
afropop,rap,2,4960905.0,au,2018
azonto,rap,2,4960905.0,au,2018
azonto,pop rap,2,4960905.0,au,2018
azonto,pop,2,4960905.0,au,2018
afropop,hip hop,2,4960905.0,au,2018
dancehall,hip hop,2,4960905.0,au,2018
azonto,hip hop,2,4960905.0,au,2018
azonto,funk,2,4960905.0,au,2018
dance pop,techno,2,829568.0,au,2018
indie,rap,2,1357835.0,au,2018
indie,trap,2,417719.0,au,2018
new wave,rock,2,1686858.0,au,2018
indietronica,pop rap,2,6242156.0,au,2018
indie pop,trap,2,6242156.0,au,2018
indietronica,trap,2,6242156.0,au,2018
indie pop rap,trap,2,4402154.0,au,2018
hip hop,indie pop rap,2,4402154.0,au,2018
dance pop,indie pop rap,2,6702099.5,au,2018
indie pop,moombahton,2,488373.5,au,2018
house,other,2,6229758.5,au,2018
other,trap,2,6229758.5,au,2018
indie,other,2,5977269.0,au,2018
rap,rock,2,1437252.5,au,2018
ninja,tropical house,2,2160346.0,au,2018
electropop,ninja,2,2160346.0,au,2018
electro house,electro house,2,11356682.5,au,2018
adult standards,other,2,946539.5,au,2018
lounge,other,2,946539.5,au,2018
indie pop,k-pop,2,707077.0,au,2018
electropop,k-pop,2,707077.0,au,2018
k-pop,video game music,2,707077.0,au,2018
pop,video game music,2,707077.0,au,2018
deep pop r&b,tropical house,2,3777327.0,au,2018
deep pop r&b,pop,2,3777327.0,au,2018
dance pop,deep pop r&b,2,3777327.0,au,2018
reggaeton,reggaeton,2,11354851.0,au,2018
deep pop r&b,electro house,2,2979888.5,au,2018
rock,rock,2,2372762.0,au,2018
classic rock,rock,2,2372762.0,au,2018
adult standards,adult standards,2,1090300.5,au,2018
adult standards,easy listening,2,1090300.5,au,2018
adult standards,lounge,2,1090300.5,au,2018
hip hop,k-pop,2,267291.0,au,2018
k-pop,pop rap,2,267291.0,au,2018
electro,funk,2,2402628.0,au,2018
dance,electro house,2,1080355.0,au,2018
dance,dancehall,2,1008454.0,au,2018
afropop,electro,2,1683769.0,au,2018
adult standards,dance pop,2,551207.0,au,2018
adult standards,hip hop,2,708834.0,au,2018
country,hip hop,2,369015.5,au,2018
experimental,rock,2,2247808.0,au,2018
house,indie,2,2173204.0,au,2018
dance,trap,2,1908244.5,au,2018
hip hop,pop rock,2,2538441.5,au,2018
electropop,funk,2,8820323.0,au,2018
ninja,rap,2,879527.0,au,2018
hip hop,ninja,2,879527.0,au,2018
indie r&b,r&b,2,2328432.0,au,2018
escape room,pop,2,2065758.0,au,2018
indie,synthpop,2,3010079.5,au,2018
pop,synthpop,2,3010079.5,au,2018
francoton,pop rap,2,5738077.0,au,2018
electropop,soul,2,10558594.5,au,2018
rap,trance,2,20389391.0,au,2018
indie pop,indie soul,2,2188578.5,au,2018
dance,indie pop,2,2188578.5,au,2018
folk,new wave,1,876000.0,au,2018
celtic,new wave,1,876000.0,au,2018
new wave,punk,1,876000.0,au,2018
latin,r&b,1,1103927.0,au,2018
r&b,reggaeton,1,1103927.0,au,2018
francoton,r&b,1,1103927.0,au,2018
indie pop,indie pop rap,1,13253679.0,au,2018
electropop,indie pop rap,1,13253679.0,au,2018
dubstep,r&b,1,21561690.0,au,2018
disco house,tropical house,1,7481155.0,au,2018
disco house,soul,1,7481155.0,au,2018
disco house,indie soul,1,7481155.0,au,2018
disco house,house,1,7481155.0,au,2018
electro,indie soul,1,7481155.0,au,2018
indie soul,tropical house,1,7481155.0,au,2018
house,indie soul,1,7481155.0,au,2018
dance,indie soul,1,7481155.0,au,2018
dance pop,rock,1,824646.0,au,2018
electropop,indie rock,1,824646.0,au,2018
electropop,rock,1,824646.0,au,2018
indie rock,rap,1,824646.0,au,2018
indie rock,pop rap,1,824646.0,au,2018
indie pop,urban contemporary,1,3534004.0,au,2018
electropop,urban contemporary,1,3534004.0,au,2018
grime,pop rap,1,16524594.0,au,2018
grime,rap,1,16524594.0,au,2018
grime,trap,1,16524594.0,au,2018
grime,hip hop,1,16524594.0,au,2018
electro,europop,1,17202643.0,au,2018
europop,tropical house,1,17202643.0,au,2018
pop rap,trip hop,1,248323.0,au,2018
afrofuturism,pop rap,1,248323.0,au,2018
escape room,pop rap,1,248323.0,au,2018
rap,trip hop,1,248323.0,au,2018
afrofuturism,rap,1,248323.0,au,2018
trap,trip hop,1,248323.0,au,2018
afrofuturism,trap,1,248323.0,au,2018
escape room,trap,1,248323.0,au,2018
hip hop,trip hop,1,248323.0,au,2018
afrofuturism,hip hop,1,248323.0,au,2018
new wave,tropical house,1,8279265.0,au,2018
new wave,pop,1,8279265.0,au,2018
electropop,new wave,1,8279265.0,au,2018
dancehall,latin,1,1273515.0,au,2018
dancehall,reggaeton,1,1273515.0,au,2018
moombahton,other,1,4165235.0,au,2018
ninja,other,1,4165235.0,au,2018
indie pop,techno,1,11044414.0,au,2018
soul,techno,1,11044414.0,au,2018
house,moombahton,1,9251261.0,au,2018
electro,ninja,1,9251261.0,au,2018
house,ninja,1,9251261.0,au,2018
k-pop,k-pop,1,707077.0,au,2018
indie pop,video game music,1,707077.0,au,2018
electropop,video game music,1,707077.0,au,2018
dance pop,video game music,1,707077.0,au,2018
dance,deep pop r&b,1,4140804.0,au,2018
dance,urban contemporary,1,4140804.0,au,2018
punk,rock,1,2497716.0,au,2018
urban contemporary,urban contemporary,1,3293809.0,au,2018
adult standards,swing,1,1896494.0,au,2018
lounge,swing,1,1896494.0,au,2018
easy listening,lounge,1,1896494.0,au,2018
pop,swing,1,1896494.0,au,2018
easy listening,pop,1,1896494.0,au,2018
k-pop,rap,1,326373.0,au,2018
k-pop,trap,1,326373.0,au,2018
funk,r&b,1,23638059.0,au,2018
funk,soul,1,23638059.0,au,2018
dubstep,tropical house,1,22037105.0,au,2018
afropop,electro house,1,1683769.0,au,2018
dancehall,electro house,1,1683769.0,au,2018
afropop,moombahton,1,1683769.0,au,2018
dancehall,moombahton,1,1683769.0,au,2018
electro house,funk,1,1683769.0,au,2018
funk,moombahton,1,1683769.0,au,2018
afropop,dance,1,1683769.0,au,2018
county rock,hip hop,1,410837.0,au,2018
electropop,latin,1,2518068.0,au,2018
electropop,reggaeton,1,2518068.0,au,2018
dance pop,tropical,1,1242757.0,au,2018
soul,urban contemporary,1,648208.0,au,2018
electro house,indie,1,1397006.0,au,2018
folk rock,rock,1,2247808.0,au,2018
psychedelic rock,rock,1,2247808.0,au,2018
mellow gold,rock,1,2247808.0,au,2018
folk rock,pop,1,2247808.0,au,2018
experimental,folk rock,1,2247808.0,au,2018
pop,psychedelic rock,1,2247808.0,au,2018
experimental,psychedelic rock,1,2247808.0,au,2018
mellow gold,pop,1,2247808.0,au,2018
experimental,mellow gold,1,2247808.0,au,2018
classic rock,pop,1,2247808.0,au,2018
classic rock,experimental,1,2247808.0,au,2018
indietronica,tropical house,1,1897964.0,au,2018
house,indietronica,1,1897964.0,au,2018
indie,indietronica,1,1897964.0,au,2018
electro,indietronica,1,1897964.0,au,2018
indietronica,indietronica,1,1897964.0,au,2018
funk,other,1,1638960.0,au,2018
dance,other,1,1638960.0,au,2018
ninja,pop rap,1,879527.0,au,2018
deep pop r&b,dubstep,1,2545927.0,au,2018
country,urban contemporary,1,327194.0,au,2018
country,pop rock,1,327194.0,au,2018
country,europop,1,327194.0,au,2018
easy listening,other,1,284107.0,au,2018
house,indie pop,1,155457.0,au,2018
indie pop,ninja,1,155457.0,au,2018
other,r&b,1,8237569.0,au,2018
chillwave,r&b,1,3730450.0,au,2018
chillwave,pop,1,3730450.0,au,2018
escape room,r&b,1,3730450.0,au,2018
indietronica,r&b,1,3730450.0,au,2018
indie r&b,soul,1,926414.0,au,2018
electro,synthpop,1,5292361.0,au,2018
indietronica,synthpop,1,5292361.0,au,2018
electropop,synthpop,1,5292361.0,au,2018
indietronica,other,1,5292361.0,au,2018
dance pop,indietronica,1,5292361.0,au,2018
adult standards,rap,1,1006831.0,au,2018
blues,rap,1,1006831.0,au,2018
lounge,rap,1,1006831.0,au,2018
rap,swing,1,1006831.0,au,2018
jazz,rap,1,1006831.0,au,2018
blues,hip hop,1,1006831.0,au,2018
hip hop,lounge,1,1006831.0,au,2018
hip hop,swing,1,1006831.0,au,2018
hip hop,jazz,1,1006831.0,au,2018
adult standards,country,1,691577.0,au,2018
country,lounge,1,691577.0,au,2018
lounge,pop,1,691577.0,au,2018
dance pop,lounge,1,691577.0,au,2018
deep pop r&b,rap,1,176748.0,au,2018
deep pop r&b,hip hop,1,176748.0,au,2018
electro,francoton,1,5738077.0,au,2018
francoton,tropical house,1,5738077.0,au,2018
francoton,urban contemporary,1,5738077.0,au,2018
francoton,hip hop,1,5738077.0,au,2018
escape room,indie pop,1,401066.0,au,2018
escape room,indie r&b,1,401066.0,au,2018
escape room,indietronica,1,401066.0,au,2018
dubstep,other,1,24219230.0,au,2018
electro house,rock,1,24219230.0,au,2018
dubstep,rock,1,24219230.0,au,2018
electro house,pop rock,1,24219230.0,au,2018
dubstep,pop rock,1,24219230.0,au,2018
dubstep,electro,1,20389391.0,au,2018
electro,trance,1,20389391.0,au,2018
dubstep,electro house,1,20389391.0,au,2018
electro house,trance,1,20389391.0,au,2018
dubstep,electropop,1,20389391.0,au,2018
electropop,trance,1,20389391.0,au,2018
dubstep,house,1,20389391.0,au,2018
house,trance,1,20389391.0,au,2018
dubstep,soul,1,20389391.0,au,2018
soul,trance,1,20389391.0,au,2018
dubstep,trap,1,20389391.0,au,2018
trance,trap,1,20389391.0,au,2018
hip hop,trance,1,20389391.0,au,2018
indie pop,indietronica,1,3649359.0,au,2018
disco,indie pop,1,3649359.0,au,2018
hip hop,rock,1,2049859.0,au,2018
soul,synthpop,1,727798.0,au,2018
indie pop,soul,1,727798.0,au,2018
indie pop,synthpop,1,727798.0,au,2018
indie pop,indie pop,1,727798.0,au,2018
indie soul,synthpop,1,727798.0,au,2018
indie soul,pop,1,727798.0,au,2018
dance pop,indie soul,1,727798.0,au,2018
electropop,indie soul,1,727798.0,au,2018
hip hop,synthpop,1,727798.0,au,2018
dance,synthpop,1,727798.0,au,2018
hip hop,rap,303,3298276.8673469387,au,2019
pop,pop,223,5036200.656976745,au,2019
rap,trap,223,3872728.147368421,au,2019
pop rap,rap,209,3139853.373737374,au,2019
rap,rap,203,3272717.333333333,au,2019
dance pop,pop,195,4683509.460869567,au,2019
hip hop,trap,147,3075085.770491803,au,2019
hip hop,pop rap,140,3370763.9718309864,au,2019
pop,rap,139,3123506.2278481014,au,2019
pop,pop rap,139,3397185.775280899,au,2019
hip hop,hip hop,130,2991304.685185185,au,2019
pop rap,trap,129,3302071.632352941,au,2019
hip hop,pop,126,2926426.3698630137,au,2019
pop,tropical house,105,3880480.289855072,au,2019
electropop,pop,102,5017399.080645162,au,2019
pop,trap,88,2932998.966101695,au,2019
electro,pop,85,3305606.629629629,au,2019
pop,r&b,67,5773198.770833332,au,2019
pop rap,pop rap,67,4214240.18,au,2019
dance pop,tropical house,62,3559964.7619047617,au,2019
trap,trap,60,2702449.75,au,2019
dance pop,pop rap,54,3868757.5853658537,au,2019
dance pop,electro,49,3264992.151515152,au,2019
dance pop,rap,47,2850229.575757576,au,2019
dance pop,dance pop,46,3567056.578947368,au,2019
dance pop,electropop,41,5336968.0625,au,2019
house,pop,38,4187855.666666666,au,2019
electro house,pop,36,4342488.866666666,au,2019
r&b,rap,36,2996693.478260869,au,2019
pop rap,r&b,35,3969466.0,au,2019
electropop,tropical house,33,4384001.761904762,au,2019
dance,pop,33,4505054.478260869,au,2019
hip hop,r&b,33,2577342.5263157897,au,2019
other,pop,32,5952230.142857143,au,2019
dance pop,trap,30,2276100.333333333,au,2019
dance pop,hip hop,30,2865187.695652174,au,2019
electro,tropical house,29,3129387.6111111115,au,2019
rap,soul,27,3424445.666666666,au,2019
dance pop,house,26,3014206.5625,au,2019
hip hop,soul,26,1842207.0,au,2019
latin,pop,24,1703515.4285714286,au,2019
dance,dance pop,24,2517121.2,au,2019
electro,electropop,22,3743167.941176471,au,2019
pop,soul,22,2446294.533333333,au,2019
electropop,electropop,21,7604293.2,au,2019
dance pop,r&b,21,5397524.333333333,au,2019
pop,reggaeton,21,1752619.6923076925,au,2019
r&b,trap,21,1810315.1538461533,au,2019
pop rap,reggaeton,19,2277551.6923076925,au,2019
rap,reggaeton,18,2588019.727272727,au,2019
dance pop,electro house,18,1934168.8,au,2019
tropical house,tropical house,17,3259051.1333333333,au,2019
electro,pop rap,17,2029889.25,au,2019
latin,pop rap,16,1885888.583333333,au,2019
r&b,tropical house,16,5784992.846153846,au,2019
dance,tropical house,16,3163460.1818181816,au,2019
pop,rock,16,4909223.166666667,au,2019
pop rap,tropical house,16,2151580.923076923,au,2019
electropop,other,15,4127845.8,au,2019
dubstep,pop,15,6185304.363636362,au,2019
electro,house,15,1856186.3,au,2019
country,pop,15,6599619.583333332,au,2019
latin,rap,14,2269505.333333333,au,2019
dance,electro,14,3461888.222222222,au,2019
electro,rap,13,1750573.5,au,2019
house,tropical house,13,3276675.5,au,2019
electropop,hip hop,13,2901691.666666666,au,2019
indie,pop,13,5329927.0,au,2019
rap,urban contemporary,13,1026476.125,au,2019
other,tropical house,12,3753965.0,au,2019
reggaeton,trap,12,2701894.222222222,au,2019
electro,r&b,12,3789895.363636364,au,2019
dance pop,latin,12,1531668.2,au,2019
dance,house,12,2982259.125,au,2019
electro,electro,12,2652472.6,au,2019
soul,trap,12,1842207.0,au,2019
dance pop,reggaeton,11,1583502.4444444445,au,2019
pop,urban contemporary,11,3030552.272727273,au,2019
pop rap,urban contemporary,11,1846393.625,au,2019
