artist_id,genre
0uq5PttqEjj3IH1bzwcrXF,other
0uq5PttqEjj3IH1bzwcrXF,pop
0uq5PttqEjj3IH1bzwcrXF,pop rock
0uq5PttqEjj3IH1bzwcrXF,europop
0uq5PttqEjj3IH1bzwcrXF,dance pop
3wjsrpfO6odEphTZWx45RQ,pop
0nFUCMGlkx1lMZnHL6ArVJ,other
6SC6ul0Ytq0O0HBLyQ4CpS,pop
5r3fI2q1YU3QyVP7oncOQ9,hip hop
3jLj1sAQaEpLpktyJmyGIh,r&b
4XqfpACObRB5AsBcUYjL8X,rap
4XqfpACObRB5AsBcUYjL8X,hip hop
7MlotYZhHjOlXcvmwrITj8,indie pop
7MlotYZhHjOlXcvmwrITj8,soul
7MlotYZhHjOlXcvmwrITj8,tropical house
7MlotYZhHjOlXcvmwrITj8,house
2HALYSe657tNJ1iKVXP2xA,chanson
2HALYSe657tNJ1iKVXP2xA,pop
6jIhEiXcCAyBsuEI7qZ9vc,other
6jIhEiXcCAyBsuEI7qZ9vc,j-rock
6jIhEiXcCAyBsuEI7qZ9vc,j-pop
61qMnYXa1GxSBoV3IiYKjZ,hip hop
61qMnYXa1GxSBoV3IiYKjZ,rap
61qMnYXa1GxSBoV3IiYKjZ,trap
61qMnYXa1GxSBoV3IiYKjZ,pop rap
2HHmvvSQ44ePDH7IKVzgK0,indie pop
4ulY4o7oEoqJlqc0V6R3Bc,brazilian funk
5IHqlcCbQkyhWl0KmIwgeq,pop
0GM7qgcRCORpGnfcN2tCiB,reggaeton
0GM7qgcRCORpGnfcN2tCiB,hip hop
0GM7qgcRCORpGnfcN2tCiB,latin
0GM7qgcRCORpGnfcN2tCiB,tropical
0GM7qgcRCORpGnfcN2tCiB,pop
2TL8gYTNgD6nXkyuUdDrMg,indie
2TL8gYTNgD6nXkyuUdDrMg,pop
7yO4IdJjCEPz7YgZMe25iS,rap
7yO4IdJjCEPz7YgZMe25iS,trap
7yO4IdJjCEPz7YgZMe25iS,hip hop
2ySHS7UojGu20XfUPaBlyu,country
2ySHS7UojGu20XfUPaBlyu,country pop
2ySHS7UojGu20XfUPaBlyu,county rock
3SxrBNpBsKhqOA4WX7HSV5,rap
3SxrBNpBsKhqOA4WX7HSV5,hip hop
5CCwRZC6euC8Odo6y9X8jr,electro
5CCwRZC6euC8Odo6y9X8jr,tropical house
5CCwRZC6euC8Odo6y9X8jr,pop
5CCwRZC6euC8Odo6y9X8jr,dance pop
5CCwRZC6euC8Odo6y9X8jr,pop rap
0UbJJayomun8CvZKCPH9j3,sertanejo
0J7U24vlOOIeMpuaO6Q85A,pop
3Gm5F95VdRxW3mqCn8RPBJ,pop rap
3Gm5F95VdRxW3mqCn8RPBJ,rap
3Gm5F95VdRxW3mqCn8RPBJ,hip hop
4gOc8TsQed9eqnqJct2c5v,k-pop
3jVMgT4X7YeuYE4aludcmE,pop
41qil2VaGbD194gaEcmmyx,hip hop
1qE4CSDyGGLsSBOtlWoYqX,hip hop
6aAestjbtEbALwyIYPg8Na,indie pop
0UZq6vAHrwGgctvxTzzxYm,j-rock
