song_id,artist_id
2EPbvVyo2qrrmeiEm57Cfl,7c0XG5cIJTrrAgEC3ULPiq
2EPbvVyo2qrrmeiEm57Cfl,1RyvyyTE3xzB2ZywiAwp0i
2EPbvVyo2qrrmeiEm57Cfl,1zNqQNIdeOUZHb8zbZRFMX
7oe0Ix6qnvqZhK0zDzOPie,35YkpX0zYwHG8vOIhObvxP
7oe0Ix6qnvqZhK0zDzOPie,2OjoIDVPQKT9B7loZbPEfp
2t8yVaLvJ0RenpXUIAC52d,1URnnhqYAYcrqrcwql10ft
3EkWIBCeVr5rwG3IiuT7RZ,3S0tlB4fE7ChxI2pWz8Xip
7fS0teeus5MMicyyny4CCg,1wAtSe79kItIb9nf5EhI2Q
42NpUvd0I2kdIuMXX4nobE,4Rxn7Im3LGfyRkY2FlHhWi
42NpUvd0I2kdIuMXX4nobE,1zNqDE7qDGCsyzJwohVaoX
42NpUvd0I2kdIuMXX4nobE,2KsP6tYLJlTBvSUxnwlVWa
59HKbTnmmFONvKLAPuc9rF,3QVolfxko2UyCOtexhVTli
6vBdBCoOhKHiYDDOcorfNo,246dkjvS1zLTtiykXe5h60
6vBdBCoOhKHiYDDOcorfNo,50co4Is1HCEo8bhOyUWKpn
1wW6izAT1QSWPeVUn6UyBX,3iaVXonnnlGLW3BHz1BDER
1wW6izAT1QSWPeVUn6UyBX,1pHWsOvhOqZn9zwP7v8VbA
1wW6izAT1QSWPeVUn6UyBX,1NsvDKaOjM0M0kxvZvVisU
1wW6izAT1QSWPeVUn6UyBX,7KzDocnBwkQXPEqIIDivkV
1wW6izAT1QSWPeVUn6UyBX,6hanC5m590BGQMCsmJZJBN
2WptkGRafbgB6p00Q1PDp9,3IW7ScrzXmPvZhB27hmfgy
1iWAx1WGCY6j2zAMdACQ6E,5IcR3N7QB1j6KBL8eImZ8m
0b7IBgZjedM53ufZV4f4CL,5kjGRHClVacSyllOUqU1S0
69QPbdYc6Ot6EZRdjSx1GT,0lVH4ReyYkoPMxFDzCQSgO
6YnbHb1yTtzcDgaRn5XgkZ,5pVRwX5ZQR7hfJ18w8ZYkl
6YnbHb1yTtzcDgaRn5XgkZ,4WZGDpNwrC0vNQyl9QzF7d
6YnbHb1yTtzcDgaRn5XgkZ,6XFQvBHGEr3mRfOHcqPXv8
3whrwq4DtvucphBPUogRuJ,4nDoRrQiYLoBzwC5BhVJzF
3whrwq4DtvucphBPUogRuJ,4VMYDCV2IEDYJArk749S6m
1QgTBfRN5m81a5K01qens6,4O15NlyKLIASxsJ0PrXPfz
2W4yTO3qHdqyvbz2UxfIPh,3AA28KZvwAUcZuOKwyblJQ
2W4yTO3qHdqyvbz2UxfIPh,7aA592KWirLsnfb5ulGWvU
2W4yTO3qHdqyvbz2UxfIPh,1U0sIzpRtDkvu1hXXzxh60
5c4tB0saSkNHX5CyDosuF7,4ON1ruy5ijE7ZPQthbrkgI
5c4tB0saSkNHX5CyDosuF7,7Dz9goFmVZZqvJxZoKg7pF
7vbjH8laThXpcBXeLNPm3M,1URnnhqYAYcrqrcwql10ft
7vbjH8laThXpcBXeLNPm3M,0iEtIxbK0KxaSlF7G42ZOp
4IeXHed9x1xm8fXyrHPnd5,2a0uxJgbvvIRI4GX8pYfcr
4RYKr1R3tXrITqY1zWiTNi,5ISjkNS17JpCwiFtW80lpV
0KkZFQSvZrTL1zU3cX8Z7e,1vppDmG3i5sXf3DJzrK4T1
47mf0FjXwyRyx3VxgVt29z,1yIifIA91WgmfzBcjbQB8i
3cn6cFQYrUBkKOX8kQ6oiN,3Nrfpe0tUJi4K4DXYWgMUX
1bAz8BCBuY5peGKEPw8QOG,0o0PoOOyXcmqcyVz8aSdYu
1bAz8BCBuY5peGKEPw8QOG,2qMezKrAKRh2Z2uR3fCqHt
6cG9I4PyigCQJu6A6PmgH2,6ytOHdKh4xt4YvF7tz8Zcv
6cG9I4PyigCQJu6A6PmgH2,1ntQKIMIgESKpKoNXVBvQg
6dyh86tdPkBG5r5X8jRLGo,5hREZP0zTQbTLkZ2M8RS4v
1iCWmfwAWfiBI4I9G84gxn,6W5uA6CNMf3hd2j4a2XWCx
7lKmH1EiElnQdYdWPFnySe,0wwDZj4zgZORjTGhTujAKx
1R08aR16OkyUIEISNPj8vA,1q7T9rFQ2a2ukA1PU51fo3
240WkSGaUBJMBmHLqS33WA,6rHWAH6F4mr2AViSxMV673
3Aq1SJ1hWlfazx8IIC6u1D,4vtz0m60CCrcsQmqDunDIR
2ib1MKaP7AMXILGF9b7Fkt,0pOruKWwgyqSLZhn4Xovs9
2ib1MKaP7AMXILGF9b7Fkt,2yCbPUc3ofVEofx216xRaY
5r011NB07RHjABbuVGVIbd,163tK9Wjr9P9DmM0AVK7lm
64M2DKjDqp2plP3JdJ77ZL,75ctWsRuGXmxMxnFPkuEwA
64M2DKjDqp2plP3JdJ77ZL,5jYPpt8OQR5IRc2w4RFEJj
45Egmo7icyopuzJN0oMEdk,6LuN9FCkKOj5PcnpouEgny
45Egmo7icyopuzJN0oMEdk,2cWZOOzeOm4WmBJRnD5R7I
