artist_1,artist_2,count,song_id
Eminem,X Ambassadors,1,5p9ufaI7TwrlXtmiKCz3q3
Ed Sheeran,Rudimental,1,0vbbhcA6okLzvsy6WSTlLg
ROZES,The Chainsmokers,1,6O6M7pJLABmfBRoGZMu76Y
Clara Mae,KREAM,1,26hcyzSE154xMZCbFdtInA
Camila Cabello,Major Lazer,1,3Ytr1SUCUi6J3L9dRFx5iH
Camila Cabello,Travis Scott,1,3Ytr1SUCUi6J3L9dRFx5iH
Major Lazer,Quavo,1,3Ytr1SUCUi6J3L9dRFx5iH
Major Lazer,Travis Scott,1,3Ytr1SUCUi6J3L9dRFx5iH
KAYTRANADA,Nick Murphy,1,7JzXmXuqPRJNClCdOAE1Ah
Post Malone,Quavo,1,3a1lNhkSLSkpJE4MSHpDu9
Ella Eyre,Sigala,1,3kGfazcbVvVkuZunzlLgTD
Bebe Rexha,G-Eazy,1,40YcuQysJ0KlGQTeGUosTC
Sam Smith,Yebba,1,5ZX1X9Rl4zbx1Wwyn3idVD
Avicii,Rita Ora,1,2OALaHcDdKkjYEpAr0Qzab
Kendrick Lamar,Zacari,1,6PGoSes0D9eUDeeAafB2As
Lil Wayne,Nathaniel Alford,1,270aLuFCbX32hhBr8MQyPM
Lil Wayne,Twice As Nice,1,270aLuFCbX32hhBr8MQyPM
Nathaniel Alford,The-Dream,1,270aLuFCbX32hhBr8MQyPM
Nathaniel Alford,Twice As Nice,1,270aLuFCbX32hhBr8MQyPM
Nathaniel Alford,Ty Dolla $ign,1,270aLuFCbX32hhBr8MQyPM
The-Dream,Twice As Nice,1,270aLuFCbX32hhBr8MQyPM
Twice As Nice,Ty Dolla $ign,1,270aLuFCbX32hhBr8MQyPM
Jasmine Thompson,Skizzy Mars,1,40UroIGvsMPLPBYwH8rMNA
Jasmine Thompson,Vice,1,40UroIGvsMPLPBYwH8rMNA
Skizzy Mars,Vice,1,40UroIGvsMPLPBYwH8rMNA
Quintino,R3HAB,1,3gfmFoJgmn9LiIj5mV8oSS
